,red,green,blue,power
0,0,0,0,693.1162626083878
1,0,0,33,766.7077004826639
2,0,0,66,786.5551573078454
3,0,0,89,891.841359773371
4,0,0,124,674.0778117115921
5,0,0,149,946.9540967641981
6,0,0,170,1200.8498583569406
7,0,0,188,1012.6912181303117
8,0,0,203,1359.7945630036306
9,0,0,218,1180.4135854403755
10,0,0,231,1495.580736543909
11,0,0,243,1660.0717417297728
12,0,0,255,1694.4778102577732
13,0,33,0,397.0656165656387
14,0,33,33,892.9402390438247
15,0,33,66,524.0302668259658
16,0,33,89,602.0763818205957
17,0,33,124,864.5479888490642
18,0,33,149,959.0652385589093
19,0,33,170,851.0104899747711
20,0,33,188,1066.3738988003008
21,0,33,203,792.4079320113315
22,0,33,218,852.7103796124237
23,0,33,231,961.3167558957568
24,0,33,243,1056.1231803902483
25,0,33,255,1132.5799743374187
26,0,66,0,245.5833701901813
27,0,66,33,284.41927348347417
28,0,66,66,319.97169394073416
29,0,66,89,368.9008801804591
30,0,66,124,435.84229390681
31,0,66,149,527.4351941962311
32,0,66,170,614.1213944434613
33,0,66,188,699.7106834771068
34,0,66,203,770.106623014644
35,0,66,218,866.4719936288825
36,0,66,231,977.0745951685692
37,0,66,243,1040.9239346873755
38,0,66,255,1145.626908608099
39,0,89,0,265.58343289526084
40,0,89,33,309.7952142951922
41,0,89,66,345.95665634674924
42,0,89,89,384.27181029906217
43,0,89,124,446.85921535671633
44,0,89,149,548.3530192435302
45,0,89,170,625.7878439352384
46,0,89,188,719.8725438130642
47,0,89,203,797.6286333672521
48,0,89,218,894.5049110698169
49,0,89,231,977.0745951685692
50,0,89,243,1069.3283780196443
51,0,89,255,1200.424778761062
52,0,124,0,310.2772986599443
53,0,124,33,353.105400504224
54,0,124,66,379.1585932315859
55,0,124,89,415.2682560042461
56,0,124,124,499.89472287344626
57,0,124,149,573.8087233477837
58,0,124,170,713.9485092453331
59,0,124,188,754.8166172631952
60,0,124,203,826.7162198035572
61,0,124,218,922.4562024420458
62,0,124,231,998.0601769911505
63,0,124,243,1087.7734513274338
64,0,124,255,1187.7865297813964
65,0,149,0,360.84413573419454
66,0,149,33,451.9745222929936
67,0,149,66,439.7452229299363
68,0,149,89,474.37392188951304
69,0,149,124,560.757589167183
70,0,149,149,625.843213590515
71,0,149,170,712.5457924077516
72,0,149,188,788.4197487170412
73,0,149,203,870.4724827464166
74,0,149,218,1003.6228485465247
75,0,149,231,1037.3097345132744
76,0,149,243,1124.0143369175628
77,0,149,255,1259.1556774935834
78,0,170,0,418.34394904458594
79,0,170,33,454.99159663865544
80,0,170,66,489.6815286624203
81,0,170,89,528.9171974522292
82,0,170,124,596.714292033441
83,0,170,149,681.8135975582784
84,0,170,170,757.8075646980757
85,0,170,188,826.7162198035572
86,0,170,203,913.7922491594408
87,0,170,218,1004.5978232014867
88,0,170,231,1076.4640297318822
89,0,170,243,1162.704424778761
90,0,170,255,1245.2814159292036
91,0,188,0,471.8471337579617
92,0,188,33,518.7031713034633
93,0,188,66,539.2036807644664
94,0,188,89,626.297443156684
95,0,188,124,648.2675632631393
96,0,188,149,724.6821499668215
97,0,188,170,808.3674011149457
98,0,188,188,880.7432970533582
99,0,188,203,942.9254048314309
100,0,188,218,1025.0761061946903
101,0,188,231,1118.1941309255078
102,0,188,243,1200.4778972520908
103,0,188,255,1349.2672566371682
104,0,203,0,530.9554140127389
105,0,203,33,570.7258813641793
106,0,203,66,597.7070063694266
107,0,203,89,621.6835493431238
108,0,203,124,748.4889793750552
109,0,203,149,774.1497080162803
110,0,203,170,854.6735091134314
111,0,203,188,978.1372505641343
112,0,203,203,1025.5858407079645
113,0,203,218,1088.6203691408843
114,0,203,231,1137.2176991150443
115,0,203,243,1245.4467407177942
116,0,203,255,1325.93680856713
117,0,218,0,598.7790851986198
118,0,218,33,640.5095541401273
119,0,218,66,665.5660252156603
120,0,218,89,688.49900464499
121,0,218,124,754.7498341074983
122,0,218,149,837.855246858963
123,0,218,170,914.8520107950272
124,0,218,188,989.307140960977
125,0,218,203,1045.7431176418518
126,0,218,218,1141.295575221239
127,0,218,231,1210.6194690265488
128,0,218,243,1290.2522347110364
