,red,green,blue,power
168,89,170,149,1195.7258042702788
169,89,170,170,1371.3921116928448
170,89,170,188,1566.9128259516563
171,89,170,203,1666.441996794479
172,89,170,218,1859.5553853057227
173,89,170,231,1961.3335344027832
174,89,170,243,2055.6496588816167
175,89,170,255,2129.120626061597
176,89,188,0,984.5690487983649
177,89,188,89,985.2917208609208
178,89,188,124,1155.3312212562623
179,89,188,149,1292.13731795652
180,89,188,170,1455.284443678548
181,89,188,188,1630.4783404801726
182,89,188,203,1775.221109547939
183,89,188,218,1914.7330034760096
184,89,188,231,2059.749623894313
185,89,188,243,2131.504989029968
186,89,188,255,2176.958031162449
187,89,203,0,1062.956814409611
188,89,203,89,1105.022295647648
189,89,203,124,1268.7889538724025
190,89,203,149,1427.1441569986837
191,89,203,170,1567.6673950028514
192,89,203,188,1712.233209643341
193,89,203,203,1852.6902475466934
194,89,203,218,1999.448643206949
195,89,203,231,2137.227188991974
196,89,203,243,2221.59093103247
197,89,203,255,2265.5718224057628
198,89,218,0,1196.7005615419064
199,89,218,89,1201.9077934155227
200,89,218,124,1340.9634665993065
201,89,218,149,1486.6944502782358
202,89,218,170,1666.2547949740513
203,89,218,188,1797.514356959996
204,89,218,203,1930.5606073521533
205,89,218,218,2099.377783988395
206,89,218,231,2217.175916113624
207,89,218,243,2331.4350325364744
208,89,218,255,2377.3580005396775
209,89,231,0,1306.4489531922752
210,89,231,89,1326.031605748292
211,89,231,124,1442.2205012325076
212,89,231,149,1603.9675488665114
213,89,231,170,1773.5023829323698
214,89,231,188,1891.1581475790058
215,89,231,203,2024.2854807018884
216,89,231,218,2180.9785627576307
217,89,231,231,2329.3457727643276
218,89,231,243,2386.7242936276157
219,89,231,255,2500.4217847069676
220,89,243,0,1378.4116266165668
221,89,243,89,1408.517107419244
222,89,243,124,1505.1511557580652
223,89,243,149,1650.6590262445848
224,89,243,170,1822.8833895622988
225,89,243,188,1965.9229189005325
226,89,243,203,2101.6098826509524
227,89,243,218,2259.2040601690246
228,89,243,231,2405.966134683389
229,89,243,243,2450.348979577427
230,89,243,255,2562.4930205163682
231,89,255,0,1428.2302062187111
232,89,255,89,1463.0664093936227
233,89,255,124,1594.0457286220594
234,89,255,149,1707.128678446082
235,89,255,170,1901.5678337115849
236,89,255,188,2040.97472968158
237,89,255,203,2138.79578324007
238,89,255,218,2284.1755874534538
239,89,255,231,2405.4866805272245
240,89,255,243,2549.95157992288
241,89,255,255,2564.8345705007255
242,124,0,0,604.8416601405507
243,124,0,89,686.754216427765
244,124,0,124,826.5243718198449
245,124,0,149,998.5367005398506
246,124,0,170,1156.1898387096774
247,124,0,188,1362.7843630145376
248,124,0,203,1484.8724960789195
249,124,0,218,1633.773652767358
250,124,0,231,1766.3314410878243
251,124,0,243,1865.9998048105117
252,124,0,255,1909.2374924173132
253,124,89,0,648.7048229376758
254,124,89,89,711.197988707918
255,124,89,124,841.7832999353218
256,124,89,149,998.6980745744644
257,124,89,170,1197.7578752928139
258,124,89,188,1357.2759791667463
259,124,89,203,1494.3176633948906
260,124,89,218,1684.6271068465048
261,124,89,231,1795.6297521214094
262,124,89,243,1869.9339962627876
263,124,89,255,1966.0690950811768
264,124,124,0,769.441326112002
265,124,124,89,751.0777286256737
266,124,124,124,898.1257789412049
267,124,124,149,1076.5309472564313
268,124,124,170,1233.9377820107482
269,124,124,188,1400.558352711806
270,124,124,203,1534.6854974901826
271,124,124,218,1688.537602091315
272,124,124,231,1861.4675196976364
273,124,124,243,1936.6534425407008
274,124,124,255,2012.6441388159556
275,124,149,0,828.7758190826488
276,124,149,89,852.5035015387089
277,124,149,124,1002.7491251774992
278,124,149,149,1167.1884918457047
279,124,149,170,1321.7367760039342
280,124,149,188,1507.325298092712
281,124,149,203,1654.4310096064787
282,124,149,218,1786.3003924545778
283,124,149,231,1912.368204032931
284,124,149,243,1982.858400068892
285,124,149,255,2071.5084854655056
286,124,170,0,965.4005774106382
287,124,170,89,957.4605098567747
288,124,170,124,1108.5521758496957
289,124,170,149,1252.3047951270207
290,124,170,170,1413.082406149301
291,124,170,188,1564.140828308238
292,124,170,203,1710.395337339149
293,124,170,218,1870.8229563015948
294,124,170,231,1982.051656788418
295,124,170,243,2125.2763750669856
296,124,170,255,2167.154727159984
297,124,188,0,1028.7031953016772
298,124,188,89,1083.6758181301457
299,124,188,124,1196.7754631233972
300,124,188,149,1327.9249237111035
301,124,188,170,1504.8939186662024
302,124,188,188,1664.7021628109928
303,124,188,203,1821.086096943169
304,124,188,218,1953.7693005300928
305,124,188,231,2062.441347722662
306,124,188,243,2136.309306446921
307,124,188,255,2211.4688700739484
308,124,203,0,1142.8325975377338
309,124,203,89,1147.759666461251
310,124,203,124,1278.6357145306733
311,124,203,149,1446.5766547490098
312,124,203,170,1624.3803647890452
313,124,203,188,1768.9419305132944
314,124,203,203,1869.6860924719
315,124,203,218,2007.3117325408275
316,124,203,231,2156.7234258287494
317,124,203,243,2213.894850317094
318,124,203,255,2293.15257279898
319,124,218,0,1287.8686955609435
320,124,218,89,1272.3274455105266
321,124,218,124,1388.1772264549618
322,124,218,149,1528.936397887014
323,124,218,170,1679.7374475982535
324,124,218,188,1863.4887970738525
325,124,218,203,1978.5125703665005
326,124,218,218,2107.3388588974963
327,124,218,231,2244.5448726756695
328,124,218,243,2366.796249817235
329,124,218,255,2362.0677788707376
330,124,231,0,1403.2953360813854
331,124,231,89,1382.9803104434086
332,124,231,124,1507.871575263796
333,124,231,149,1653.5705563261151
334,124,231,170,1832.9010511382555
335,124,231,188,1972.4551092458846
336,124,231,203,2081.6712697491794
337,124,231,218,2226.4163348681263
338,124,231,231,2344.255909602071
339,124,231,243,2402.5380670982086
340,124,231,255,2478.3332488001383
341,124,243,0,1439.6077493034186
342,124,243,89,1453.4712570457714
343,124,243,124,1572.0807747224146
344,124,243,149,1704.451221164408
345,124,243,170,1861.4862065771545
346,124,243,188,2002.7254748588812
347,124,243,203,2153.658008463873
348,124,243,218,2247.4056888353043
349,124,243,231,2384.3228071941453
350,124,243,243,2487.853947762465
351,124,243,255,2535.2387167666893
352,124,255,0,1512.4659435153649
353,124,255,89,1503.7860531764654
354,124,255,124,1626.9655173139708
355,124,255,149,1764.399253514335
356,124,255,170,1939.434978959998
357,124,255,188,2043.6848418878828
358,124,255,203,2180.905894560987
359,124,255,218,2356.5897113531887
360,124,255,231,2424.6760047498938
361,124,255,243,2503.987505017529
362,124,255,255,2619.2437096504123
363,149,0,0,703.1945713551654
364,149,0,89,779.8647461628558
365,149,0,124,924.0750357834509
366,149,0,149,1094.728603794707
367,149,0,170,1259.425096717151
368,149,0,188,1411.3687581500833
369,149,0,203,1577.5160186888793
370,149,0,218,1729.3835303063358
371,149,0,231,1862.5601676738838
372,149,0,243,1955.0258093473965
373,149,0,255,2020.781376413762
374,149,89,0,771.547406536333
375,149,89,89,849.9359962998612
376,149,89,124,926.5065296379373
377,149,89,149,1096.806040845658
378,149,89,170,1252.7114140793642
379,149,89,188,1406.8571392590607
380,149,89,203,1573.6692829479914
381,149,89,218,1705.691385494766
382,149,89,231,1862.6244090702962
383,149,89,243,1954.193914164495
384,149,89,255,2018.9089739319809
385,149,124,0,853.47158761401
386,149,124,89,882.4708805370361
387,149,124,124,1000.3810517690106
388,149,124,149,1136.9312682052675
389,149,124,170,1325.8420019980172
390,149,124,188,1467.2668351342766
391,149,124,203,1602.8459583051092
392,149,124,218,1776.7649010300438
393,149,124,231,1940.3767372204104
394,149,124,243,1974.142918363403
395,149,124,255,2053.5568088658565
396,149,149,0,914.6387879266922
397,149,149,89,965.5624688361039
398,149,149,124,1058.2329624476579
399,149,149,149,1239.5847542139347
400,149,149,170,1398.1822544396477
401,149,149,188,1579.45817518457
402,149,149,203,1685.7773700566106
403,149,149,218,1839.453751337707
404,149,149,231,2006.1865501324187
405,149,149,243,2046.0328697555865
406,149,149,255,2104.631715794187
407,149,170,0,1015.6768995917954
408,149,170,89,1046.9598557120057
409,149,170,124,1153.439192331099
410,149,170,149,1341.1229097538762
411,149,170,170,1499.938032516638
412,149,170,188,1656.6346652251286
413,149,170,203,1756.562433721429
414,149,170,218,1942.883074574766
415,149,170,231,2083.2454886266646
416,149,170,243,2144.704178343431
417,149,170,255,2194.100005388855
418,149,188,0,1131.6294848494128
419,149,188,89,1144.6487020967995
420,149,188,124,1245.429791605271
421,149,188,149,1431.734635226294
422,149,188,170,1571.108785245174
423,149,188,188,1705.2697280073633
424,149,188,203,1858.706631693669
425,149,188,218,2046.715047357726
426,149,188,231,2120.8700029160204
427,149,188,243,2190.4900224232756
428,149,188,255,2277.781760407418
429,149,203,0,1232.1536581089615
430,149,203,89,1242.670486042008
431,149,203,124,1353.7698065560942
432,149,203,149,1492.7034754116241
433,149,203,170,1654.6032542427047
434,149,203,188,1792.0657364221317
435,149,203,203,1918.4549200096837
436,149,203,218,2103.7893797277593
437,149,203,231,2229.480625465527
438,149,203,243,2271.4203756501224
439,149,203,255,2351.606585833748
440,149,218,0,1343.363586732702
441,149,218,89,1367.9418680813928
442,149,218,124,1461.3041403026666
443,149,218,149,1632.9293828397995
444,149,218,170,1769.6400109927856
445,149,218,188,1898.4564141192818
446,149,218,203,2068.0725055558746
447,149,218,218,2134.269839443573
448,149,218,231,2286.7441025020858
449,149,218,243,2366.6471634649233
450,149,218,255,2442.2855846885004
451,149,231,0,1476.5610266502852
452,149,231,89,1446.7614264427862
453,149,231,124,1552.12799175698
454,149,231,149,1719.9509843073613
455,149,231,170,1855.3353855391372
456,149,231,188,1988.1442757953519
457,149,231,203,2101.3758621964757
458,149,231,218,2246.5142023731614
459,149,231,231,2376.036967902425
460,149,231,243,2450.3267317150185
461,149,231,255,2511.144329106074
462,149,243,0,1566.3016114273028
463,149,243,89,1506.8654711804509
464,149,243,124,1625.1568934961742
465,149,243,149,1756.9816681126533
466,149,243,170,1911.886448442273
467,149,243,188,2061.7798663242415
468,149,243,203,2165.6606698338524
469,149,243,218,2289.113014352968
470,149,243,231,2425.4797544219587
471,149,243,243,2503.02803185647
472,149,243,255,2564.343585760976
473,149,255,0,1594.3544113714297
474,149,255,89,1561.2217173214938
475,149,255,124,1667.615839098254
476,149,255,149,1790.725998056675
477,149,255,170,1957.0249413416057
478,149,255,188,2099.855748647066
479,149,255,203,2239.0462769785136
480,149,255,218,2339.061392665378
481,149,255,231,2479.2168847026064
482,149,255,243,2557.1690257479568
483,149,255,255,2623.5488497715205
484,170,0,0,843.4204450992662
485,170,0,89,884.6674807054877
486,170,0,124,1009.827247623385
487,170,0,149,1191.3438738240498
488,170,0,170,1342.4614883116587
489,170,0,188,1475.9839037413353
490,170,0,203,1649.4600896063935
491,170,0,218,1821.2778718797604
492,170,0,231,1982.0786351819177
493,170,0,243,2012.795343857635
494,170,0,255,2080.5371812727503
495,170,89,0,854.0453136421216
496,170,89,89,996.760539796301
497,170,89,124,1026.910474042801
498,170,89,149,1170.0092887876435
499,170,89,170,1356.0125211308978
500,170,89,188,1529.0642959450045
501,170,89,203,1602.2945788984189
502,170,89,218,1796.7005977597287
503,170,89,231,1962.6926007118664
504,170,89,243,2030.3665090642942
505,170,89,255,2083.9963579039627
506,170,124,0,923.3354142704598
507,170,124,89,1058.7031474165647
508,170,124,124,1125.5000438297334
509,170,124,149,1236.1074963947278
510,170,124,170,1395.8411371275154
511,170,124,188,1551.7648587383787
512,170,124,203,1708.809967063542
513,170,124,218,1823.413542909027
514,170,124,231,1993.2982548502353
515,170,124,243,2062.9973509604897
516,170,124,255,2150.075278670831
517,170,149,0,1008.7919328043006
518,170,149,89,1075.0716066078537
519,170,149,124,1182.6706117317472
520,170,149,149,1331.3269942730858
521,170,149,170,1492.3792616536286
522,170,149,188,1616.9261250961536
523,170,149,203,1754.4834538162447
524,170,149,218,1918.624131414415
525,170,149,231,2042.3316851975887
526,170,149,243,2134.7824630010946
527,170,149,255,2188.410091992469
528,170,170,0,1123.3234228686147
529,170,170,89,1136.0681498405872
530,170,170,124,1267.0798144900468
531,170,170,149,1415.942548140693
532,170,170,170,1558.6206295691682
533,170,170,188,1719.2036208177055
534,170,170,203,1829.88766444828
535,170,170,218,2002.8601099787566
536,170,170,231,2118.3213687679636
537,170,170,243,2203.703522325991
538,170,170,255,2277.817909657843
539,170,188,0,1213.6203234989055
540,170,188,89,1232.4280783286317
541,170,188,124,1343.1974214599275
542,170,188,149,1501.473444353008
543,170,188,170,1634.6075030454551
544,170,188,188,1800.9622471326063
545,170,188,203,1903.0168964411607
546,170,188,218,2065.4823504538776
547,170,188,231,2190.251012191481
548,170,188,243,2275.6408058871484
549,170,188,255,2346.243789768291
550,170,203,0,1359.0624789103827
551,170,203,89,1323.2758246128408
552,170,203,124,1432.484728837042
553,170,203,149,1576.108198138481
554,170,203,170,1703.352598355291
555,170,203,188,1846.9727942882457
556,170,203,203,1982.691246191116
557,170,203,218,2144.664235259955
558,170,203,231,2257.2052122683936
559,170,203,243,2324.6899247718006
560,170,203,255,2410.4445697252486
561,170,218,0,1473.3119630759456
562,170,218,89,1452.1023767983925
563,170,218,124,1553.0554748637562
564,170,218,149,1682.3770483738856
565,170,218,170,1830.5633161416013
566,170,218,188,1935.055640292561
567,170,218,203,2094.5527669446606
568,170,218,218,2245.1613088352938
569,170,218,231,2349.765545043632
570,170,218,243,2439.587951986894
571,170,218,255,2495.012477436184
572,170,231,0,1591.536319508284
573,170,231,89,1561.4694290558512
574,170,231,124,1671.0240760651143
575,170,231,149,1748.3324549029587
576,170,231,170,1912.705177844432
577,170,231,188,2043.1559691586965
578,170,231,203,2202.4431368571722
579,170,231,218,2299.480971248794
580,170,231,231,2446.9281345983113
581,170,231,243,2508.604914019711
582,170,231,255,2574.573100750867
583,170,243,0,1651.102098076908
584,170,243,89,1652.375025582935
585,170,243,124,1725.8868389792394
586,170,243,149,1804.8521951827404
587,170,243,170,1969.5467341964254
588,170,243,188,2100.7704021646364
589,170,243,203,2214.826363030948
590,170,243,218,2352.4828178645653
591,170,243,231,2492.1380377590663
592,170,243,243,2543.271948158596
593,170,243,255,2643.71456689529
594,170,255,0,1702.0496931362832
595,170,255,89,1680.2283900066595
596,170,255,124,1770.981548094367
597,170,255,149,1864.304900739839
598,170,255,170,2009.9886780465683
599,170,255,188,2161.8646578924704
600,170,255,203,2271.213709268211
601,170,255,218,2397.0298156248086
602,170,255,231,2550.766623396319
603,170,255,243,2611.4991826567557
604,170,255,255,2676.000048079867
605,188,0,0,976.0170349143407
606,188,0,89,996.1537361081873
607,188,0,124,1092.9411893300512
608,188,0,149,1256.4045002124344
609,188,0,170,1414.9586886113132
610,188,0,188,1604.1628839609318
611,188,0,203,1727.5218355283553
612,188,0,218,1871.6464051786172
613,188,0,231,2042.675994999502
614,188,0,243,2123.2639303401515
615,188,0,255,2167.2068852705916
616,188,89,0,958.240832122655
617,188,89,89,1129.0622566279217
618,188,89,124,1124.9452660665627
619,188,89,149,1272.064001086033
620,188,89,170,1423.4534118078175
621,188,89,188,1555.800022197983
622,188,89,203,1765.7725474148324
623,188,89,218,1876.4001931929515
624,188,89,231,2047.5829925501664
625,188,89,243,2112.245275262451
626,188,89,255,2185.2740865900514
627,188,124,0,1057.9135420119496
628,188,124,89,1165.257447172707
629,188,124,124,1273.616132697585
630,188,124,149,1319.255120024954
631,188,124,170,1473.2357856746441
632,188,124,188,1626.751759450517
633,188,124,203,1754.043233406309
634,188,124,218,1940.786417573795
635,188,124,231,2039.3200912371885
636,188,124,243,2141.8610627992557
637,188,124,255,2190.841454153398
638,188,149,0,1116.3205121304322
639,188,149,89,1198.5816044232697
640,188,149,124,1343.813585344689
641,188,149,149,1441.8602870451527
642,188,149,170,1561.5538106925244
643,188,149,188,1711.2631332683927
644,188,149,203,1815.5151452021264
645,188,149,218,2007.5433383030506
646,188,149,231,2131.2462627957584
647,188,149,243,2207.718388096258
648,188,149,255,2253.7262600851127
649,188,170,0,1240.421026134998
650,188,170,89,1249.0320076589196
651,188,170,124,1367.588762974027
652,188,170,149,1502.6101180526584
653,188,170,170,1634.1275767088837
654,188,170,188,1778.974825966481
655,188,170,203,1909.6232622103148
656,188,170,218,2025.6070221799891
657,188,170,231,2177.966988522972
658,188,170,243,2245.620464241427
659,188,170,255,2330.012209789822
660,188,188,0,1328.1549859637976
661,188,188,89,1324.0809942076075
662,188,188,124,1427.8029116073271
663,188,188,149,1565.4492870566712
664,188,188,170,1700.726541057329
665,188,188,188,1858.6321037143643
666,188,188,203,1967.2625785495306
667,188,188,218,2107.4785850955113
668,188,188,231,2241.773362056758
669,188,188,243,2339.6893128777347
670,188,188,255,2414.111102506401
671,188,203,0,1414.5610859033832
672,188,203,89,1434.549225656248
673,188,203,124,1533.1537386403213
674,188,203,149,1632.233979806949
675,188,203,170,1815.270048625785
676,188,203,188,1948.026757215246
677,188,203,203,2088.858816937375
678,188,203,218,2184.6987132364766
679,188,203,231,2318.967953341715
680,188,203,243,2398.7208977317086
681,188,203,255,2500.869842169069
682,188,218,0,1521.2579584492676
683,188,218,89,1534.2617938401777
684,188,218,124,1605.922837978681
685,188,218,149,1726.9830206371807
686,188,218,170,1870.2638617173563
687,188,218,188,2040.5278558059963
688,188,218,203,2148.17207919572
689,188,218,218,2261.301672559106
690,188,218,231,2450.1092136960187
691,188,218,243,2517.7352924528664
692,188,218,255,2582.55614715873
693,188,231,0,1633.722933933704
694,188,231,89,1626.7334807612817
695,188,231,124,1706.3255908071449
696,188,231,149,1833.6078523788563
697,188,231,170,1986.9789209151454
698,188,231,188,2121.2432340799132
699,188,231,203,2240.5840599945273
700,188,231,218,2372.4565401666287
701,188,231,231,2487.249786723926
702,188,231,243,2606.7584764225685
703,188,231,255,2663.33431779987
704,188,243,0,1712.4091836248472
705,188,243,89,1686.5685258005992
706,188,243,124,1781.1854220215882
707,188,243,149,1914.0849256886563
708,188,243,170,2035.7723358743783
709,188,243,188,2159.354582282042
710,188,243,203,2302.182722399559
711,188,243,218,2457.8734410802313
712,188,243,231,2520.518027452316
713,188,243,243,2616.4652500047837
714,188,243,255,2724.0226315527607
715,188,255,0,1768.8491957482272
716,188,255,89,1769.2382503319927
717,188,255,124,1828.832703465718
718,188,255,149,1935.9929268305982
719,188,255,170,2099.011786248747
720,188,255,188,2198.775409874275
721,188,255,203,2332.465574293807
722,188,255,218,2461.0027925862773
723,188,255,231,2569.022706671004
724,188,255,243,2652.0846338899883
725,188,255,255,2715.7790680707376
726,203,0,0,1042.3176887719171
727,203,0,89,1058.6157887553438
728,203,0,124,1180.2521474758883
729,203,0,149,1339.6969871727651
730,203,0,170,1508.0182531200605
731,203,0,188,1677.5791143790977
732,203,0,203,1827.9688041738586
733,203,0,218,1986.5424992498238
734,203,0,231,2091.2813972156314
735,203,0,243,2161.7377970813955
736,203,0,255,2220.769961595875
737,203,89,0,1044.0823271700147
738,203,89,89,1165.169730640272
739,203,89,124,1213.7609238065345
740,203,89,149,1336.1427055186193
741,203,89,170,1463.3926665952217
742,203,89,188,1657.212219461646
743,203,89,203,1801.5027523030585
744,203,89,218,1960.9365887263461
745,203,89,231,2084.7443466302043
746,203,89,243,2174.6092640647908
747,203,89,255,2240.7680575202276
748,203,124,0,1134.5802770331559
749,203,124,89,1263.6193845974249
750,203,124,124,1427.5836142428718
751,203,124,149,1404.1686892713751
752,203,124,170,1548.6252298649306
753,203,124,188,1701.1794508190603
754,203,124,203,1828.1303029398932
755,203,124,218,1973.3786123648406
756,203,124,231,2141.90478773881
757,203,124,243,2201.092406132438
758,203,124,255,2294.384329651056
759,203,149,0,1176.8049415817031
760,203,149,89,1315.3103678884968
761,203,149,124,1459.0458933391253
762,203,149,149,1549.781598596428
763,203,149,170,1631.9857180359488
764,203,149,188,1756.4324720176744
765,203,149,203,1885.2684348857767
766,203,149,218,2020.1486623979547
767,203,149,231,2154.4586991538076
768,203,149,243,2252.038455654391
769,203,149,255,2303.5052180372422
770,203,170,0,1322.1084143019268
771,203,170,89,1355.0645406475358
772,203,170,124,1504.4833467147766
773,203,170,149,1577.3726532062371
774,203,170,170,1709.7654462159896
775,203,170,188,1844.1977760397729
776,203,170,203,1956.791176663069
777,203,170,218,2094.030135646452
778,203,170,231,2269.725538340095
779,203,170,243,2323.4745105409006
780,203,170,255,2382.890107279697
781,203,188,0,1422.3718821809387
782,203,188,89,1411.6415199673143
783,203,188,124,1512.3333954079287
784,203,188,149,1638.3989406003595
785,203,188,170,1778.0116933035067
786,203,188,188,1905.6644787617156
787,203,188,203,2036.4684945755557
788,203,188,218,2167.858975597924
789,203,188,231,2301.6128404750425
790,203,188,243,2383.4698345006277
791,203,188,255,2478.211683892253
792,203,203,0,1484.0002852637338
793,203,203,89,1517.328723317284
794,203,203,124,1569.1513262577744
795,203,203,149,1724.7082576244718
796,203,203,170,1850.2068175761276
797,203,203,188,1970.621982806466
798,203,203,203,2109.418065768876
799,203,203,218,2241.5680762459524
800,203,203,231,2409.0154109908717
801,203,203,243,2462.4647544481404
802,203,203,255,2543.390892866165
803,203,218,0,1623.2226638953641
804,203,218,89,1592.372271470972
805,203,218,124,1676.1283424630271
806,203,218,149,1832.9803508615148
807,203,218,170,1952.6955005731704
808,203,218,188,2062.924832791854
809,203,218,203,2231.736749078536
810,203,218,218,2363.5529919626456
811,203,218,231,2465.9810513756956
812,203,218,243,2523.2544816409636
813,203,218,255,2598.9904702567087
814,203,231,0,1709.7780233462697
815,203,231,89,1695.541042123673
816,203,231,124,1779.9130407489913
817,203,231,149,1895.3925034256144
818,203,231,170,2045.799960639324
819,203,231,188,2176.585658651601
820,203,231,203,2277.023197104988
821,203,231,218,2414.0851920562754
822,203,231,231,2559.9231971256336
823,203,231,243,2614.1252386494984
824,203,231,255,2688.085084265298
825,203,243,0,1811.9452649927664
826,203,243,89,1765.4291178012127
827,203,243,124,1844.3002055321447
828,203,243,149,1943.4780049835224
829,203,243,170,2098.5533153992333
830,203,243,188,2236.719729297023
831,203,243,203,2351.7055898579683
832,203,243,218,2490.623456157506
833,203,243,231,2607.2675713870185
834,203,243,243,2703.015320878784
835,203,243,255,2770.8799167747834
836,203,255,0,1831.533105402054
837,203,255,89,1824.5161777299345
838,203,255,124,1915.7545399504315
839,203,255,149,2020.0902282666525
