,red,green,blue,power
249,33,170,66,1061.0258224266006
250,33,170,89,1099.8841374430638
251,33,170,124,1170.1353144070044
252,33,170,149,671.893875746186
253,33,170,170,750.9499380859721
254,33,170,188,1438.6627161367355
255,33,170,203,1531.0747456877486
256,33,170,218,1615.2866242038215
257,33,170,231,1715.1048579771705
258,33,170,243,1791.0828025477706
259,33,170,255,1856.387844472951
260,33,188,0,1084.5049745743972
261,33,188,33,1074.2220453641066
262,33,188,66,1096.4150192384238
263,33,188,89,567.4174293672901
264,33,188,124,1217.5651174103393
265,33,188,149,1318.827326995357
266,33,188,170,1400.5784795011277
267,33,188,188,872.6732410560297
268,33,188,203,1562.2238931399002
269,33,188,218,1731.464968152866
270,33,188,231,1750.1057943428798
271,33,188,243,1845.2389380530974
272,33,188,255,1924.331785003318
273,33,203,0,1188.5269535223101
274,33,203,33,1136.0042451578668
275,33,203,66,1171.7153849555566
276,33,203,89,1210.835286314393
277,33,203,124,1282.7736257904744
278,33,203,149,1376.1839893852277
279,33,203,170,1441.9106590004421
280,33,203,188,983.8184954225819
281,33,203,203,1604.5859872611463
282,33,203,218,1709.4785262506082
283,33,203,231,1780.5396797310445
284,33,203,243,1851.2101910828023
285,33,203,255,1967.1400132714
286,33,218,0,1256.7921107327645
287,33,218,33,627.1224516870827
288,33,218,66,1230.4099774446067
289,33,218,89,1332.3072840652778
290,33,218,124,1346.1229544449359
291,33,218,149,1440.9553717546112
292,33,218,170,1503.2512053788648
293,33,218,188,1583.2547441058077
294,33,218,203,1670.9019330295926
295,33,218,218,1759.2921606795258
296,33,218,231,1798.614343228775
297,33,218,243,1916.3454473020226
298,33,218,255,2020.5876106194692
299,33,231,0,1317.648723959485
300,33,231,33,690.8331859189811
301,33,231,66,1293.1340114993366
302,33,231,89,1336.9744701561879
303,33,231,124,1392.5498695209872
304,33,231,149,1474.727200318598
305,33,231,170,1526.6917326491794
306,33,231,188,1097.8224129540326
307,33,231,203,1714.2159508116954
308,33,231,218,1803.2013449542094
309,33,231,231,1329.7208335176747
310,33,231,243,1407.065693430657
311,33,231,255,2079.532784709318
312,33,243,0,1399.683311955416
313,33,243,33,1329.877482418506
314,33,243,66,1359.8796992481202
315,33,243,89,1407.8358175947633
316,33,243,124,1491.0213650639182
317,33,243,149,1556.8256215164115
318,33,243,170,1645.859962821988
319,33,243,188,1715.6687898089172
320,33,243,203,1800.9717244125848
321,33,243,218,1870.3946204211645
322,33,243,231,1950.408777207574
323,33,243,243,2034.8601769911506
324,33,243,255,1488.802760817627
325,33,255,0,1016.4256335411967
326,33,255,33,1403.6353986997478
327,33,255,66,1457.2603830333053
328,33,255,89,1482.686487921423
329,33,255,124,1547.0747998407574
330,33,255,149,1639.3081788826469
331,33,255,170,1713.7063741319062
332,33,255,188,1725.4266377670633
333,33,255,203,1823.9362972793629
334,33,255,218,1934.9561830574487
335,33,255,231,2013.7828510751262
336,33,255,243,2083.4259423110952
337,33,255,255,2177.5858407079645
338,66,0,0,915.3448885744606
339,66,0,33,435.4954237962595
340,66,0,66,860.2564329295251
341,66,0,89,910.8007959319034
342,66,0,124,415.6490979837283
343,66,0,149,1100.756986204457
344,66,0,170,1132.8976343135087
345,66,0,188,1290.4723155846455
346,66,0,203,1348.6108531245854
347,66,0,218,1495.409111012826
348,66,0,231,1573.8735072976558
349,66,0,243,1662.3861977438619
350,66,0,255,1787.6389380530975
351,66,33,0,871.4616676982934
352,66,33,33,843.4858734580184
353,66,33,66,863.3887513264945
354,66,33,89,438.02281368821286
355,66,33,124,1005.7061946902654
356,66,33,149,1114.0007074637426
357,66,33,170,1205.3918273483107
358,66,33,188,1296.5285455269093
359,66,33,203,818.2715612560813
360,66,33,218,1463.690076065806
361,66,33,231,1577.4887178125832
362,66,33,243,1659.544429209607
363,66,33,255,1777.6771340114992
364,66,66,0,942.3323305609626
365,66,66,33,865.4262469048462
366,66,66,66,396.0111489625271
367,66,66,89,375.9179342058719
368,66,66,124,926.5511142553944
369,66,66,149,1118.224030424977
370,66,66,170,1200.7004510480233
371,66,66,188,1303.2089156200248
372,66,66,203,842.516591452084
373,66,66,218,1447.8966920219355
374,66,66,231,1571.8354710305173
375,66,66,243,1665.149276836658
376,66,66,255,1762.781685467817
377,66,89,0,954.3949044585986
378,66,89,33,881.726211531659
379,66,89,66,900.0238758456029
380,66,89,89,943.3604527767952
381,66,89,124,549.5901313171508
382,66,89,149,1127.344123109578
383,66,89,170,791.602034048198
384,66,89,188,1303.603077739453
385,66,89,203,1405.2758727489934
386,66,89,218,1490.2481093273186
387,66,89,231,1597.9617834394903
388,66,89,243,1675.997699827487
389,66,89,255,1783.0088025832706
390,66,124,0,994.2538798249105
391,66,124,33,923.4540389972145
392,66,124,66,939.160882443963
393,66,124,89,993.3230156975458
394,66,124,124,1079.3632826317653
395,66,124,149,1176.8097996727547
396,66,124,170,1256.2826692610447
397,66,124,188,1349.0606757473909
398,66,124,203,1429.6192118880192
399,66,124,218,1527.6433121019106
400,66,124,231,1622.8581538325445
401,66,124,243,1134.3176892113063
402,66,124,255,1810.8753151399885
403,66,149,0,430.96842663836554
404,66,149,33,983.7314818909477
405,66,149,66,1002.9128531635496
406,66,149,89,631.1979834608411
407,66,149,124,637.2830989652427
408,66,149,149,629.6975057491599
409,66,149,170,645.2953409141189
410,66,149,188,652.565667285752
411,66,149,203,660.2069514460069
412,66,149,218,665.5863992562093
413,66,149,231,671.893875746186
414,66,149,243,669.4591484464901
415,66,149,255,682.8327509178573
416,66,170,0,627.0289406142136
417,66,170,33,623.0193685327672
418,66,170,66,626.048198098607
419,66,170,89,635.2735152345996
420,66,170,124,629.892501658925
421,66,170,149,637.8489297718027
422,66,170,170,652.565667285752
423,66,170,188,653.584505173786
424,66,170,203,900.812030075188
425,66,170,218,970.2339983191048
426,66,170,231,1067.7048310033624
427,66,170,243,1143.0310537025568
428,66,170,255,1238.9453194124935
429,66,188,0,528.4310169416552
430,66,188,33,509.88326848249034
431,66,188,66,525.6738592147152
432,66,188,89,555.2912041745899
433,66,188,124,632.1609551182843
434,66,188,149,705.0669968602132
435,66,188,170,792.69092999602
436,66,188,188,896.6962982619079
437,66,188,203,938.9836805094866
438,66,188,218,1033.9310832927854
439,66,188,231,1094.012738853503
440,66,188,243,1200.0530809041447
441,66,188,255,1271.109144803787
442,66,203,0,590.8737177219667
443,66,203,33,566.4488171567543
444,66,203,66,576.6367455228831
445,66,203,89,618.4345980366144
446,66,203,124,684.2101539005838
447,66,203,149,761.9182445584852
448,66,203,170,831.4820220246783
449,66,203,188,909.0043787872087
450,66,203,203,981.9108280254776
451,66,203,218,1077.8500331785003
452,66,203,231,1140.533510285335
453,66,203,243,1236.7426018489848
454,66,203,255,1321.4492368944923
455,66,218,0,660.2653458340704
456,66,218,33,627.150185742084
457,66,218,66,647.4428476674773
458,66,218,89,682.711954358498
459,66,218,124,747.4167440626244
460,66,218,149,818.1991862727756
461,66,218,170,891.6014329308744
462,66,218,188,962.8869626746861
463,66,218,203,1039.4444690167632
464,66,218,218,1120.919946926139
465,66,218,231,1196.0293727329029
466,66,218,243,1277.2240417810037
467,66,218,255,1362.8491793124806
468,66,231,0,717.2935921814886
469,66,231,33,685.7688735571182
470,66,231,66,707.04222860933
471,66,231,89,734.614602219962
472,66,231,124,794.2895051081332
473,66,231,149,878.8642696032905
474,66,231,170,953.2493034363806
475,66,231,188,1019.5727365208545
476,66,231,203,1087.8499712503872
477,66,231,218,1151.6942404671327
478,66,231,231,1260.8042468480426
479,66,231,243,1328.0155710873219
480,66,231,255,1425.4751371438683
481,66,243,0,787.7358574019197
482,66,243,33,750.5068553737284
483,66,243,66,771.8720976515855
484,66,243,89,806.5171819026137
485,66,243,124,875.2591544312754
486,66,243,149,941.6144013445972
487,66,243,170,1012.34974127637
488,66,243,188,1068.9973019593967
489,66,243,203,1153.1720263635157
490,66,243,218,1220.490135362293
491,66,243,231,1289.4001061758981
492,66,243,243,1376.4883875248838
493,66,243,255,1461.2148829801351
494,66,255,0,852.484076433121
495,66,255,33,823.2574182992086
496,66,255,66,843.1008849557522
497,66,255,89,871.2605042016806
498,66,255,124,919.7045424388518
499,66,255,149,1011.3754975674481
500,66,255,170,1075.1116811889071
501,66,255,188,1139.872611464968
502,66,255,203,1212.8461470406087
503,66,255,218,1280.6794956867948
504,66,255,231,1357.7525107286642
505,66,255,243,1415.7918952397806
506,66,255,255,1521.8652391275493
507,89,0,0,311.22744959320835
508,89,0,33,289.3115797851174
509,89,0,66,305.62433675274144
510,89,0,89,341.7445510411601
511,89,0,124,420.21488261042583
512,89,0,149,512.9395118500178
513,89,0,170,594.94870887867
514,89,0,188,680.074290262669
515,89,0,203,754.0734188412207
516,89,0,218,873.73076242703
517,89,0,231,936.9457343770731
518,89,0,243,1041.5719596388742
519,89,0,255,1124.1261556155173
520,89,33,0,315.3163829316825
521,89,33,33,292.85114284451123
522,89,33,66,308.66693195384005
523,89,33,89,347.9485251846283
524,89,33,124,425.38362888603905
525,89,33,149,516.991643454039
526,89,33,170,600.1220536859329
527,89,33,188,676.5681938793562
528,89,33,203,767.7282978817494
529,89,33,218,867.5404616609179
530,89,33,231,948.1544381053469
531,89,33,243,1055.7494802954577
532,89,33,255,1136.758263639984
533,89,66,0,329.55033824114605
534,89,66,33,308.1439561411265
535,89,66,66,324.9230769230769
536,89,66,89,360.6526641609551
537,89,66,124,437.6489319357835
538,89,66,149,532.6254313777542
539,89,66,170,605.1629449480432
540,89,66,188,723.5028748341441
541,89,66,203,774.8604784858268
542,89,66,218,901.87093635278
543,89,66,231,958.3865546218487
544,89,66,243,1045.0955414012737
545,89,66,255,1145.120106171201
546,89,89,0,348.380935538067
547,89,89,33,327.0325005527305
548,89,89,66,339.2280143255074
549,89,89,89,389.65380023875844
550,89,89,124,453.30267928198776
551,89,89,149,544.5688511541522
552,89,89,170,630.0955076052353
553,89,89,188,711.4949343007565
554,89,89,203,794.7638422076774
555,89,89,218,882.0382165605096
556,89,89,231,974.7339555044452
557,89,89,243,1064.5056840801522
558,89,89,255,1155.7710342386974
559,89,124,0,394.7822241874862
560,89,124,33,363.2157070841072
561,89,124,66,386.10541209763
562,89,124,89,418.17747711898136
563,89,124,124,496.1740514725391
564,89,124,149,571.0586362430353
565,89,124,170,651.5468293977182
566,89,124,188,741.4012738853503
567,89,124,203,821.8381247235736
568,89,124,218,947.6449515722436
569,89,124,231,1007.299425033171
570,89,124,243,1718.8021409298005
571,89,124,255,686.9093643561729
572,89,149,0,623.1020299854054
573,89,149,33,623.0744737307625
574,89,149,66,630.5136940843325
575,89,149,89,622.757796947578
576,89,149,124,636.7736800212257
577,89,149,149,642.3488834844129
578,89,149,170,648.0382098001062
579,89,149,188,659.6975325019898
580,89,149,203,661.0086710316758
581,89,149,218,669.3406496150102
582,89,149,231,669.4653044978108
583,89,149,243,679.2957621870299
584,89,149,255,683.1610135762614
585,89,170,0,629.2436974789915
586,89,170,33,625.0728037176366
587,89,170,66,619.9628548686653
588,89,170,89,625.5941272719233
589,89,170,124,589.9332242515367
590,89,170,149,664.8211205943484
591,89,170,170,753.463936673595
592,89,170,188,836.6508912380026
593,89,170,203,905.4376575699943
594,89,170,218,982.9299363057324
595,89,170,231,1077.8500331785003
596,89,170,243,1155.3636524508936
597,89,170,255,1232.265428002654
598,89,188,0,550.1238061549346
599,89,188,33,520.5801202688363
600,89,188,66,534.9135453057976
601,89,188,89,564.4361899708144
602,89,188,124,636.8863334807608
603,89,188,149,712.2306739784185
604,89,188,170,795.9235668789808
605,89,188,188,856.0509554140126
606,89,188,203,945.7743176892113
607,89,188,218,1028.835316494891
608,89,188,231,1107.868707422808
609,89,188,243,1177.6838007608599
610,89,188,255,1265.0491106981683
611,89,203,0,608.0056627145638
612,89,203,33,576.178304515102
613,89,203,66,592.4542318917483
614,89,203,89,616.4514417123652
615,89,203,124,690.8331859189811
616,89,203,149,772.9252543122512
617,89,203,170,844.2191853522621
618,89,203,188,909.0043787872087
619,89,203,203,981.8673979388739
620,89,203,218,1071.592356687898
621,89,203,231,1140.9926568167743
622,89,203,243,1235.3778092373032
623,89,203,255,1327.6423987607877
624,89,218,0,674.3489226140437
625,89,218,33,636.8300017689724
626,89,218,66,653.6134082165127
627,89,218,89,686.8182220256524
628,89,218,124,753.463936673595
629,89,218,149,825.8411462940032
630,89,218,170,896.8549564294245
631,89,218,188,969.2148449595259
632,89,218,203,1049.2183836864688
633,89,218,218,1128.152866242038
634,89,218,231,1209.4394549396097
635,89,218,243,1285.2660915726608
636,89,218,255,1378.7708508473079
637,89,231,0,739.6763067126558
638,89,231,33,704.0481139167736
639,89,231,66,718.821916596648
640,89,231,89,746.9733292051837
641,89,231,124,813.7219691273388
642,89,231,149,886.5065675998408
643,89,231,170,958.4713375796177
644,89,231,188,1014.1024506768115
645,89,231,203,1100.1760516654133
646,89,231,218,1167.5434638354347
647,89,231,231,1249.193469893377
648,89,231,243,1330.9960159362552
649,89,231,255,1422.096367417371
650,89,243,0,804.9887223033038
651,89,243,33,769.393644330353
652,89,243,66,784.5398664485032
653,89,243,89,806.5171819026137
654,89,243,124,876.826323470877
655,89,243,149,946.20018576673
656,89,243,170,998.2165605095541
657,89,243,188,1080.302561153625
658,89,243,203,1143.4394904458597
659,89,243,218,1227.2235002654397
660,89,243,231,1307.2376570518493
661,89,243,243,1370.3729263437292
662,89,243,255,1458.1568818298456
663,89,255,0,877.4522292993629
664,89,255,33,836.1043785935426
665,89,255,66,858.9942948122596
666,89,255,89,884.5468618691672
667,89,255,124,935.9681556833259
668,89,255,149,1001.0524919294212
669,89,255,170,1090.976678320131
670,89,255,188,1147.871333126853
671,89,255,203,1197.6111479761116
672,89,255,218,1304.689435498142
673,89,255,231,1358.2020881259955
674,89,255,243,1466.2559745087626
675,89,255,255,1526.9619077113657
676,124,0,0,355.5272582570633
677,124,0,33,331.5877437325905
678,124,0,66,355.5115394818286
679,124,0,89,382.75981064460467
680,124,0,124,452.07450338450644
681,124,0,149,547.6011496794162
682,124,0,170,625.1676249447147
683,124,0,188,712.7086189360103
684,124,0,203,796.7664617697785
685,124,0,218,885.9578984609942
686,124,0,231,974.2675159235667
687,124,0,243,1082.2929936305732
688,124,0,255,1152.6624496837264
689,124,33,0,364.72783550740655
690,124,33,33,334.11972765054384
691,124,33,66,352.4555663630736
692,124,33,89,384.54328411000085
693,124,33,124,457.9068842021489
694,124,33,149,550.681878482356
695,124,33,170,631.7074249325609
696,124,33,188,709.1738899699275
697,124,33,203,801.4223165715803
698,124,33,218,890.1910828025476
699,124,33,231,982.8864611437923
700,124,33,243,1067.4687071520193
701,124,33,255,1154.8540081401522
702,124,66,0,376.4439531284545
703,124,66,33,353.4585967549405
704,124,66,66,367.3235450203432
705,124,66,89,394.7996816131599
706,124,66,124,468.0732160226368
707,124,66,149,558.3231626426108
708,124,66,170,638.3583937732178
709,124,66,188,737.2270134005573
710,124,66,203,832.0651068158697
711,124,66,218,899.3630573248407
712,124,66,231,987.0063694267515
713,124,66,243,1079.283407794046
714,124,66,255,1171.5167868359358
715,124,89,0,399.3844521093128
716,124,89,33,370.28207622247766
717,124,89,66,392.70990847592526
718,124,89,89,408.4817402069148
719,124,89,124,483.96939813381687
720,124,89,149,573.0963120191032
721,124,89,170,654.6612418185035
722,124,89,188,740.2839325991773
723,124,89,203,811.1384343210967
724,124,89,218,902.8899995576983
725,124,89,231,989.044585987261
726,124,89,243,1090.466876134
727,124,89,255,1180.231796868088
728,124,124,0,437.17811490999156
729,124,124,33,406.44442479441153
730,124,124,66,426.87419854079144
731,124,124,89,449.7771489211178
732,124,124,124,534.8662392217553
733,124,124,149,610.3378736953831
734,124,124,170,689.2743112368992
735,124,124,188,769.8001061383337
736,124,124,203,847.860586492105
737,124,124,218,934.6463171864632
738,124,124,231,1018.1342062193127
739,124,124,243,1116.5812873258128
740,124,124,255,1204.5859872611463
741,124,149,0,492.6081188644202
742,124,149,33,457.45821172724857
743,124,149,66,475.22483087942703
744,124,149,89,498.74320081369126
745,124,149,124,576.6622446272221
746,124,149,149,662.8126658411463
747,124,149,170,735.6660180435167
748,124,149,188,816.67079426853
749,124,149,203,900.9714235158807
750,124,149,218,973.6360015929909
751,124,149,231,1051.766267085416
752,124,149,243,1118.0606918517205
753,124,149,255,1238.7644924329588
754,124,170,0,540.0079600229957
755,124,170,33,507.358832633208
756,124,170,66,522.1313287640945
757,124,170,89,546.5823568428034
758,124,170,124,614.8414768958655
759,124,170,149,719.2353982300885
760,124,170,170,769.8341515191721
761,124,170,188,843.2375055285272
762,124,170,203,912.6114649681529
763,124,170,218,1019.108280254777
764,124,170,231,1081.7834394904457
765,124,170,243,1185.3802256138022
766,124,170,255,1265.8444660709545
767,124,188,0,585.3482510060585
768,124,188,33,555.2175451008136
769,124,188,66,580.8403361344538
770,124,188,89,603.6614486601219
771,124,188,124,672.9721841418653
772,124,188,149,741.7139824887237
773,124,188,170,809.574101101234
774,124,188,188,896.2660887257288
775,124,188,203,968.6195762749347
776,124,188,218,1056.768543500376
777,124,188,231,1132.3294700521983
778,124,188,243,1214.9382879893828
779,124,188,255,1309.2183145321833
780,124,203,0,643.9624977887847
781,124,203,33,614.4135857067045
782,124,203,66,629.6696590456818
783,124,203,89,651.1525873507297
784,124,203,124,711.6582647917219
785,124,203,149,801.4577620521892
786,124,203,170,864.0764669439775
787,124,203,188,940.5537372843874
788,124,203,203,1017.5796178343948
789,124,203,218,1095.080284867519
790,124,203,231,1157.1974522292992
791,124,203,243,1256.8940801698964
792,124,203,255,1340.3645372500444
793,124,218,0,705.1605484298983
794,124,218,33,683.7006898991687
795,124,218,66,698.4133722472804
796,124,218,89,707.1360339642669
797,124,218,124,771.2943881837881
798,124,218,149,844.7286718853655
799,124,218,170,919.623192251559
800,124,218,188,997.1092436974789
801,124,218,203,1050.6541642708655
802,124,218,218,1141.4517627283585
803,124,218,231,1215.9575315195752
804,124,218,243,1305.0836061222683
805,124,218,255,1389.8000353919663
806,124,231,0,773.4005572508956
807,124,231,33,740.8261831048209
808,124,231,66,748.5019240125614
809,124,231,89,776.4574764495156
810,124,231,124,837.5958604219186
811,124,231,149,916.5432098765432
812,124,231,170,983.3524988942945
813,124,231,188,1051.3031938423428
814,124,231,203,1129.8314532183144
815,124,231,218,1195.0101742900115
816,124,231,231,1278.5844466070955
817,124,231,243,1354.1249336400638
818,124,231,255,1426.4944257653513
819,124,243,0,825.9507275863594
820,124,243,33,797.8206262161684
821,124,243,66,818.6362430352879
822,124,243,89,838.1794860453801
823,124,243,124,896.2660887257288
824,124,243,149,966.6242038216559
825,124,243,170,1036.9376465902553
826,124,243,188,1107.9177173191772
827,124,243,203,1169.1240488409132
828,124,243,218,1247.4437121245633
829,124,243,231,1330.6812953459566
830,124,243,243,1386.8035216564172
831,124,243,255,1489.7562270495066
832,124,255,0,908.9239750563885
833,124,255,33,874.7044247787611
834,124,255,66,887.0160541329442
835,124,255,89,899.7930119416187
836,124,255,124,972.2292993630573
837,124,255,149,1019.6629362586809
838,124,255,170,1090.0809555408096
839,124,255,188,1160.918380889184
840,124,255,203,1232.6659884106691
841,124,255,218,1331.8773505597096
842,124,255,231,1391.9617732943987
843,124,255,243,1442.421024688081
844,124,255,255,1521.2882675632634
845,149,0,0,409.02723735408557
846,149,0,33,385.08666430845415
847,149,0,66,405.56921716054836
848,149,0,89,435.0245412336944
849,149,0,124,505.85301140886173
850,149,0,149,587.791484281735
851,149,0,170,667.3388166622444
852,149,0,188,754.040068992968
853,149,0,203,839.633806554332
854,149,0,218,920.7236056437702
855,149,0,231,1010.3564794338788
856,149,0,243,1095.080284867519
857,149,0,255,1184.7657805104614
